ID,Class1,CLass2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,CLass13,Class14,Class15,Class16,Class17,Class18,Class19,Class20,Class21,Class22,Class23,CLass24,Class25,Class26,Class27,Class28,Class29,Class30,Class31,Class32,Class33,Class34,CLass35,Class36,Class37,Class38,Class39,Class40,Class41,Class42,Class43,Class44,Class45,CLass46,Class47,Class48,Class49,Class50
11,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
12,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.43617021276596,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.053191489361702,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234
13,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.37974683544304,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101,0.012658227848101
14,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
15,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.57017543859649,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.0087719298245614
16,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.26960784313726,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.053921568627451,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.44607843137255,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137,0.0049019607843137
17,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.0059701492537313,0.00099502487562189,0.75223880597015,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.19502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189,0.00099502487562189
18,0.006578947368421,0.032894736842105,0.006578947368421,0.11184210526316,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.32236842105263,0.085526315789474,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.059210526315789,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.032894736842105,0.006578947368421,0.059210526315789,0.019736842105263,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421,0.006578947368421
19,0.023364485981308,0.0046728971962617,0.023364485981308,0.0046728971962617,0.0046728971962617,0.10747663551402,0.0046728971962617,0.0046728971962617,0.0046728971962617,0.0046728971962617,0.0046728971962617,0.0046728971962617,0.0046728971962617,0.0046728971962617,0.0046728971962617,0.0046728971962617,0.0046728971962617,0.0046728971962617,0.0046728971962617,0.0046728971962617,0.0046728971962617,0.042056074766355,0.093457943925234,0.0046728971962617,0.0046728971962617,0.0046728971962617,0.0046728971962617,0.31308411214953,0.0046728971962617,0.0046728971962617,0.023364485981308,0.023364485981308,0.0046728971962617,0.0046728971962617,0.0046728971962617,0.0046728971962617,0.0046728971962617,0.0046728971962617,0.023364485981308,0.046728971962617,0.0046728971962617,0.0046728971962617,0.0046728971962617,0.042056074766355,0.0046728971962617,0.060747663551402,0.0046728971962617,0.0046728971962617,0.0046728971962617,0.0046728971962617
20,0.84058656575213,0.0023651844843898,0.00047303689687796,0.00047303689687796,0.00047303689687796,0.0023651844843898,0.038315988647114,0.0085146641438032,0.00047303689687796,0.00047303689687796,0.013718070009461,0.00047303689687796,0.0023651844843898,0.0099337748344371,0.00047303689687796,0.0014191106906339,0.00047303689687796,0.017502365184484,0.0070955534531693,0.016083254493851,0.0023651844843898,0.00047303689687796,0.00047303689687796,0.00047303689687796,0.00047303689687796,0.0056764427625355,0.00047303689687796,0.00047303689687796,0.00047303689687796,0.00047303689687796,0.00047303689687796,0.00047303689687796,0.00047303689687796,0.00047303689687796,0.0023651844843898,0.0042573320719016,0.00047303689687796,0.0023651844843898,0.00047303689687796,0.00047303689687796,0.00047303689687796,0.00047303689687796,0.00047303689687796,0.0075685903500473,0.00047303689687796,0.00047303689687796,0.00047303689687796,0.00047303689687796,0.00047303689687796,0.00047303689687796
21,0.99558989969949,3.902743628771e-05,3.902743628771e-05,3.902743628771e-05,0.00019513718143855,0.00019513718143855,3.902743628771e-05,3.902743628771e-05,3.902743628771e-05,3.902743628771e-05,3.902743628771e-05,3.902743628771e-05,3.902743628771e-05,0.00019513718143855,3.902743628771e-05,3.902743628771e-05,3.902743628771e-05,3.902743628771e-05,3.902743628771e-05,3.902743628771e-05,0.00050735667174023,3.902743628771e-05,3.902743628771e-05,3.902743628771e-05,0.00019513718143855,3.902743628771e-05,3.902743628771e-05,0.00019513718143855,0.00066346641689107,3.902743628771e-05,3.902743628771e-05,3.902743628771e-05,3.902743628771e-05,3.902743628771e-05,3.902743628771e-05,0.00019513718143855,3.902743628771e-05,0.00019513718143855,3.902743628771e-05,3.902743628771e-05,3.902743628771e-05,0.00035124692658939,3.902743628771e-05,3.902743628771e-05,3.902743628771e-05,3.902743628771e-05,3.902743628771e-05,3.902743628771e-05,3.902743628771e-05,3.902743628771e-05
22,0.0031847133757962,0.0031847133757962,0.0031847133757962,0.0031847133757962,0.28662420382166,0.0031847133757962,0.044585987261146,0.0031847133757962,0.0031847133757962,0.0031847133757962,0.0031847133757962,0.0031847133757962,0.0031847133757962,0.0031847133757962,0.0031847133757962,0.0031847133757962,0.06687898089172,0.0031847133757962,0.0031847133757962,0.015923566878981,0.0031847133757962,0.0063694267515924,0.0031847133757962,0.028662420382166,0.0031847133757962,0.031847133757962,0.0031847133757962,0.0031847133757962,0.0031847133757962,0.0031847133757962,0.0031847133757962,0.0031847133757962,0.3343949044586,0.0031847133757962,0.0031847133757962,0.0031847133757962,0.0031847133757962,0.0031847133757962,0.0031847133757962,0.0031847133757962,0.015923566878981,0.0031847133757962,0.0031847133757962,0.0031847133757962,0.04140127388535,0.0031847133757962,0.0031847133757962,0.0031847133757962,0.0031847133757962,0.0031847133757962
23,0.01063829787234,0.01063829787234,0.01063829787234,0.47872340425532,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234,0.01063829787234
24,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.012987012987013,0.36363636363636,0.012987012987013,0.012987012987013,0.012987012987013
25,0.0045662100456621,0.0011415525114155,0.0011415525114155,0.0011415525114155,0.0011415525114155,0.0011415525114155,0.0011415525114155,0.0011415525114155,0.0011415525114155,0.0011415525114155,0.0011415525114155,0.0011415525114155,0.0011415525114155,0.0011415525114155,0.0011415525114155,0.025114155251142,0.0011415525114155,0.0011415525114155,0.035388127853881,0.0011415525114155,0.0045662100456621,0.76826484018265,0.0011415525114155,0.0045662100456621,0.0011415525114155,0.0091324200913242,0.0011415525114155,0.0011415525114155,0.0011415525114155,0.0011415525114155,0.025114155251142,0.0011415525114155,0.0045662100456621,0.021689497716895,0.0011415525114155,0.011415525114155,0.0011415525114155,0.0011415525114155,0.0011415525114155,0.0011415525114155,0.0011415525114155,0.0011415525114155,0.0011415525114155,0.0011415525114155,0.0079908675799087,0.011415525114155,0.0034246575342466,0.0011415525114155,0.022831050228311,0.0011415525114155
26,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.39506172839506,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346,0.012345679012346
27,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
28,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.65,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571,0.0071428571428571
29,0.0048543689320388,0.043689320388349,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.014563106796116,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.66019417475728,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.038834951456311,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.024271844660194,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0048543689320388
30,0.00060984191021251,4.6910916170193e-05,4.6910916170193e-05,4.6910916170193e-05,0.00032837641319135,4.6910916170193e-05,4.6910916170193e-05,4.6910916170193e-05,4.6910916170193e-05,0.0006567528263827,4.6910916170193e-05,0.00018764366468077,4.6910916170193e-05,4.6910916170193e-05,4.6910916170193e-05,0.00046910916170193,4.6910916170193e-05,4.6910916170193e-05,4.6910916170193e-05,0.00032837641319135,0.0006567528263827,4.6910916170193e-05,0.00075057465872309,4.6910916170193e-05,4.6910916170193e-05,0.00018764366468077,4.6910916170193e-05,4.6910916170193e-05,0.00018764366468077,0.99230660974809,4.6910916170193e-05,0.00014073274851058,0.00018764366468077,4.6910916170193e-05,0.00018764366468077,4.6910916170193e-05,4.6910916170193e-05,4.6910916170193e-05,0.00032837641319135,4.6910916170193e-05,0.00018764366468077,4.6910916170193e-05,4.6910916170193e-05,4.6910916170193e-05,4.6910916170193e-05,0.00018764366468077,0.00018764366468077,4.6910916170193e-05,0.00046910916170193,4.6910916170193e-05
31,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.20967741935484,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065,0.016129032258065
32,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.023255813953488,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.013953488372093,0.0046511627906977,0.0046511627906977,0.14883720930233,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.023255813953488,0.0046511627906977,0.0093023255813953,0.0046511627906977,0.0046511627906977,0.023255813953488,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.53953488372093,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.023255813953488,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.0046511627906977,0.0046511627906977
33,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.2906976744186,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.058139534883721,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.058139534883721,0.011627906976744,0.011627906976744,0.011627906976744,0.058139534883721,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744,0.011627906976744
